,Segment,Clusters,"Market
Type","Market Area 
(Segments in Grey are for possible future use)",Offer,Speed,Term,Tracker,Mobile Tracker,"3P 
Bundle Price
(Entertainment TV)","3P 
Bundle Price
(Extra TV)","3P 
Bundle Price
(Everything TV)",3P Bundle Price (Basic) No Bundle Discount,3P Core,"3P 
Bundle Price
(Value)","3P 
Bundle Price
(Select)","3P 
Bundle Price
(Premier)",Internet Price,Internet Base,Internet Base,Speed Price,Speed,Internet Credit,Internet Credit,Additional Internet Credit,Additional Internet Credit,"Bank Account 
AutoPay 
Credit","Bank Account 
AutoPay 
Credit",Debit Card AutoPay Credit,Debit Card AutoPay Credit,"NEF
FEE","NEF
FEE","Gift w/ 3P Bundle
Internet 500M/T3 
& Above","Gift w/ 3P Bundle
Internet 500M/T3 
& Above",Gift w/ Video Tiers,Additional Gift with Move Transfer,Additional Gift with Move Transfer,Video Bundle Credit,Video Bundle Credit,"Video Add On 
Tracker - 12mo.",Entertainment TV,"Entertainment TV
Rate Code",Extra TV,"Extra TV 
Rate Code",Extra TV Credit,"Extra TV 
Credit Code","Everything 
TV","Everything 
TV
Rate Code","Everything
TV
Credit","Everything 
TV
Credit Code","Basic
Video ","Basic
Video 
Rate Code","Basic Video 
Credit","Basic 
Video 
Credit Code","Core
Video","Core
Video","Core
Video Credit","Core
Video Credit","Value
Video","Value
Video","Value
Video Credit","Value
Video Credit",Select Video,Select Video,Select Video Credit,Select Video Credit,Premier Video,Premier Video,Premier Video Credit,Premier Video Credit,"Mobile 
Offer 
Pricing","Mobile 
Unlimited 
Price","Mobile 
Credit","Mobile 
Credit 
Code",Mobile Coupon Credit,"Mobile 
Coupon 
Code"
,WTA,"60,61","C,E",West Test A,300M HFC + Video + Mobile,300/20,12,.6,.!,$70,$125,$180,$95,$185,$145,$165,$185,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTA,"60,61","C,E",West Test A,500M HFC + Video + Mobile,500/20,12,.6,.!,$80,$135,$190,$105,$195,$155,$175,$195,$50 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTA,"60,61","J,Q",West Test A,1M HFC + Video + Mobile,1/256,12,.6,-,$80,$135,$190,$105,$195,$155,$175,$195,$30 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTA,"60,61","J,Q",West Test A,3M HFC + Video + Mobile,3/512,12,.6,-,$80,$135,$190,$105,$195,$155,$175,$195,$30 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTA,"60,61","J,Q",West Test A,15M HFC + Video + Mobile,15/1.5,12,.6,-,$80,$135,$190,$105,$195,$155,$175,$195,$30 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTA,"60,61","J,Q",West Test A,30M HFC + Video + Mobile,30/3,12,.6,-,$90,$145,$200,$115,$205,$165,$185,$205,$40 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTB,"62,63","M,P,G",West Test B,50M HFC OAI + Video + Mobile,50/5,00,-,-,$69.99,-,-,$89.99,-,-,-,-,$14.99 ,$0 ,!.,$15 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTB,"62,63","M,P,G",West Test B,100M HFC + Video + Mobile,100/20,00,-,.!,$65,-,-,$85,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$10 ,$45 ,($15),7#,($20),ONEFOR25
,WTB,"62,63","M,P,G",West Test B,300M HFC + Video + Mobile,300/20,12,.6,.!,$70,$125,$180,$95,$185,$145,$165,$185,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","M,P,G",West Test B,500M HFC + Video + Mobile,500/20,12,.6,.!,$80,$135,$190,$105,$195,$155,$175,$195,$50 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","M,P,G",West Test B,1G HFC + Video + Mobile,940/35,24,W(,.!,$80,$135,$190,$105,$195,$155,$175,$195,$50 ,$0 ,1E,$115 ,IG,($55),=D,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","F,G",West Test B,100M Fiber + Video + Mobile,100/20,00,-,.!,$65,-,-,$85,-,-,-,-,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$10 ,$45 ,($15),7#,($20),ONEFOR25
,WTB,"62,63","F,G",West Test B,300M Fiber + Video + Mobile,300/300,12,.6,.!,$70,$125,$180,$95,$185,$145,$165,$185,$40 ,$0 ,-,$75 ,MG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","F,G",West Test B,500M Fiber + Video + Mobile,500/500,12,.6,.!,$80,$135,$190,$105,$195,$155,$175,$195,$50 ,$0 ,-,$95 ,53,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","F,G",West Test B,1G Fiber + Video + Mobile,1G/1G,24,W(,.!,$80,$135,$190,$105,$195,$155,$175,$195,$50 ,$0 ,-,$115 ,F^,($55),=D,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","A,B",West Test B,50M HFC OAI + Video + Mobile,50/5,00,-,-,$69.99,-,-,$89.99,-,-,-,-,$14.99 ,$0 ,!.,$15 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTB,"62,63","A,B",West Test B,100M HFC + Video + Mobile,100/20,00,-,.!,$65,-,-,$85,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$10 ,$45 ,($15),7#,($20),ONEFOR25
,WTB,"62,63","A,B",West Test B,300M HFC + Video + Mobile,300/20,12,.6,.!,$70,$125,$180,$95,$185,$145,$165,$185,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","A,B",West Test B,500M HFC + Video + Mobile,500/40,12,.6,.!,$80,$135,$190,$105,$195,$155,$175,$195,$50 ,$0 ,1E,$95 ,FX,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","A,B",West Test B,1G HFC + Video + Mobile,940/100,24,W(,.!,$80,$135,$190,$105,$195,$155,$175,$195,$50 ,$0 ,1E,$115 ,TA,($55),=D,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","C,E",West Test B,50M HFC OAI + Video + Mobile,50/5,00,-,-,$69.99,-,-,$89.99,-,-,-,-,$14.99 ,$0 ,!.,$15 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTB,"62,63","C,E",West Test B,100M HFC + Video + Mobile,100/20,00,-,.!,$65,-,-,$85,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$10 ,$45 ,($15),7#,($20),ONEFOR25
,WTB,"62,63","C,E",West Test B,300M HFC + Video + Mobile,300/20,12,.6,.!,$70,$125,$180,$95,$185,$145,$165,$185,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","C,E",West Test B,500M HFC + Video + Mobile,500/20,12,.6,.!,$80,$135,$190,$105,$195,$155,$175,$195,$50 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$5 ,$45 ,($20),YA,($20),ONEFOR25
,WTB,"62,63","J,Q",West Test B,1M HFC + Video + Mobile,1/256,12,.6,-,$80,$135,$190,$105,$195,$155,$175,$195,$30 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTB,"62,63","J,Q",West Test B,3M HFC + Video + Mobile,3/512,12,.6,-,$80,$135,$190,$105,$195,$155,$175,$195,$30 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTB,"62,63","J,Q",West Test B,15M HFC + Video + Mobile,15/1.5,12,.6,-,$80,$135,$190,$105,$195,$155,$175,$195,$30 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTB,"62,63","J,Q",West Test B,30M HFC + Video + Mobile,30/3,12,.6,-,$90,$145,$200,$115,$205,$165,$185,$205,$40 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTC,"64,65","M,P,G",West Test C,50M HFC OAI + E TV + Mobile,50/5,00,-,-,$69.99,-,-,-,-,-,-,-,$14.99 ,$0 ,!.,$15 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTC,"64,65","M,P,G",West Test C,100M HFC + E TV + Mobile,100/20,00,-,.!,$65,-,-,-,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$10 ,$45 ,($15),7#,($20),ONEFOR25
,WTC,"64,65","M,P,G",West Test C,300M HFC + E TV + Mobile,300/20,36,ZT,-,$90,$145,$200,-,-,-,-,-,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTC,"64,65","M,P,G",West Test C,500M HFC + E TV + Mobile,500/20,36,ZT,-,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$95 ,OJ,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0 ,$45 ,$0 ,-,($45),HEYITSFREE 
,WTC,"64,65","M,P,G",West Test C,1G HFC + E TV + Mobile,940/35,36,W.,-,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$115 ,IG,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,3P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0 ,$45 ,$0 ,-,($45),HEYITSFREE 
,WTC,"64,65","F,G",West Test C,100M Fiber + E TV + Mobile,100/20,00,-,.!,$65,-,-,-,-,-,-,-,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$10 ,$45 ,($15),7#,($20),ONEFOR25
,WTC,"64,65","F,G",West Test C,300M Fiber + E TV + Mobile,300/300,36,ZT,-,$90,$145,$200,-,-,-,-,-,$40 ,$0 ,-,$75 ,MG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTC,"64,65","F,G",West Test C,500M Fiber + E TV + Mobile,500/500,36,ZT,-,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,-,$95 ,53,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0 ,$45 ,$0 ,-,($45),HEYITSFREE 
,WTC,"64,65","F,G",West Test C,1G Fiber + E TV + Mobile,1G/1G,36,W.,-,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,-,$115 ,F^,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,3P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0 ,$45 ,$0 ,-,($45),HEYITSFREE 
,WTC,"64,65","A,B",West Test C,50M HFC OAI + E TV + Mobile,50/5,00,-,-,$69.99,-,-,-,-,-,-,-,$14.99 ,$0 ,!.,$15 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTC,"64,65","A,B",West Test C,100M HFC + E TV + Mobile,100/20,00,-,.!,$65,-,-,-,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$10 ,$45 ,($15),7#,($20),ONEFOR25
,WTC,"64,65","A,B",West Test C,300M HFC + E TV + Mobile,300/20,36,ZT,-,$90,$145,$200,-,-,-,-,-,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTC,"64,65","A,B",West Test C,500M HFC + E TV + Mobile,500/40,36,ZT,-,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$95 ,FX,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0 ,$45 ,$0 ,-,($45),HEYITSFREE 
,WTC,"64,65","A,B",West Test C,1G HFC + E TV + Mobile,940/100,36,W.,-,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$115 ,TA,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,3P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0 ,$45 ,$0 ,-,($45),HEYITSFREE 
,WTC,"64,65","C,E",West Test C,50M HFC OAI + E TV + Mobile,50/5,00,-,-,$69.99,-,-,-,-,-,-,-,$14.99 ,$0 ,!.,$15 ,5S,$0 ,-,$0 ,-,,,,,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTC,"64,65","C,E",West Test C,100M HFC + E TV + Mobile,100/20,00,-,.!,$65,-,-,-,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$10 ,$45 ,($15),7#,($20),ONEFOR25
,WTC,"64,65","C,E",West Test C,300M HFC + E TV + Mobile,300/20,36,ZT,-,$90,$145,$200,-,-,-,-,-,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$25 ,$45 ,$0 ,-,($20),ONEFOR25
,WTC,"64,65","C,E",West Test C,500M HFC + E TV + Mobile,500/20,36,ZT,-,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$95 ,OJ,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0 ,$45 ,$0 ,-,($45),HEYITSFREE 
