Label ID,Segment,Clusters,"Market
Type","Market Area 
(Segments in Grey are for possible future use)",Offer,Speed,Term,Tracker,Internet Offer (Bank Account AutoPay),Internet Offer (Debit Card AutoPay),"Internet Offer 
(No AutoPay / 
CC AutoPay)",Internet Base,Internet Base,Speed Price,Speed,Internet Credit,Internet Credit,Additional Internet Credit,Additional Internet Credit,"Bank Account 
AutoPay 
Credit","Bank Account 
AutoPay 
Credit",Debit Card AutoPay Credit,Debit Card AutoPay Credit,"NEF
FEE","NEF
FEE",Gift w/ Internet,Gift w/ Internet,Additional Gift with Move Transfer,Additional Gift with Move Transfer
F0019027440A00WGB100S08251,WGB,"40,41","M,P,F,G",West General B,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WGB300H08251,WGB,"40,41","M,P,F,G",West General B,300M HFC,300/20,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGB500H08251,WGB,"40,41","M,P,F,G",West General B,500M HFC,500/20,12,.6,$55 ,$60 ,$65 ,$0 ,1E,$95 ,OJ,($25),(E,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WGB01GH08251,WGB,"40,41","M,P,F,G",West General B,1G HFC,940/35,24,W(,$65 ,$70 ,$75 ,$0 ,1E,$115 ,IG,($35),YX,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WGB100F08251,WGB,"40,41","F,G",West General B,100M Fiber,100/100,00,-,$25 ,$25 ,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WGB300F08251,WGB,"40,41","F,G",West General B,300M Fiber,300/300,12,.6,$40 ,$45 ,$50 ,$0 ,-,$75 ,MG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGB500F08251,WGB,"40,41","F,G",West General B,500M Fiber,500/500,12,.6,$55 ,$60 ,$65 ,$0 ,-,$95 ,53,($25),(E,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WGB01GF08251,WGB,"40,41","F,G",West General B,1G Fiber,1G/1G,24,W(,$65 ,$70 ,$75 ,$0 ,-,$115 ,F^,($35),YX,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WGB050H08251,WGB,"40,41","A,B",West General B,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WGB100S08251,WGB,"40,41","A,B",West General B,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WGB300H08251,WGB,"40,41","A,B",West General B,300M HFC,300/20,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGB500S08251,WGB,"40,41","A,B",West General B,500M HFC,500/40,12,.6,$55 ,$60 ,$65 ,$0 ,1E,$95 ,FX,($25),(E,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WGB01GS08251,WGB,"40,41","A,B",West General B,1G HFC,940/100,24,W(,$65 ,$70 ,$75 ,$0 ,1E,$115 ,TA,($35),YX,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WGB050H08251,WGB,"40,41","C,E",West General B,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WGB100S08251,WGB,"40,41","C,E",West General B,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WGB300M08251,WGB,"40,41","C,E",West General B,300M HFC_,300/20,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGB500M08251,WGB,"40,41","C,E",West General B,500M HFC_,500/20,12,.6,$55 ,$60 ,$65 ,$0 ,1E,$95 ,OJ,($25),(E,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A12WGB001H08251,WGB,"40,41","J,Q",West General B,1M HFC,1/256,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGB003H08251,WGB,"40,41","J,Q",West General B,3M HFC,3/512,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGB015H08251,WGB,"40,41","J,Q",West General B,15M HFC,15/1.5,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGB030H08251,WGB,"40,41","J,Q",West General B,30M HFC,30/3,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A00WGC050H08251,WGC,"42,43","M,P,F,G",West General C,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WGC100S08251,WGC,"42,43","M,P,F,G",West General C,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WGC300H08251,WGC,"42,43","M,P,F,G",West General C,300M HFC,300/20,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGC500H08251,WGC,"42,43","M,P,F,G",West General C,500M HFC,500/20,12,.6,$60 ,$65 ,$70 ,$0 ,1E,$95 ,OJ,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WGC01GH08251,WGC,"42,43","M,P,F,G",West General C,1G HFC,940/35,24,W(,$70 ,$75 ,$80 ,$0 ,1E,$115 ,IG,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WGC100F08251,WGC,"42,43","F,G",West General C,100M Fiber,100/100,00,-,$25 ,$25 ,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WGC300F08251,WGC,"42,43","F,G",West General C,300M Fiber,300/300,12,.6,$40 ,$45 ,$50 ,$0 ,-,$75 ,MG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGC500F08251,WGC,"42,43","F,G",West General C,500M Fiber,500/500,12,.6,$60 ,$65 ,$70 ,$0 ,-,$95 ,53,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WGC01GF08251,WGC,"42,43","F,G",West General C,1G Fiber,1G/1G,24,W(,$70 ,$75 ,$80 ,$0 ,-,$115 ,F^,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WGC050H08251,WGC,"42,43","A,B",West General C,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WGC100S08251,WGC,"42,43","A,B",West General C,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WGC300H08251,WGC,"42,43","A,B",West General C,300M HFC,300/20,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGC500S08251,WGC,"42,43","A,B",West General C,500M HFC,500/40,12,.6,$60 ,$65 ,$70 ,$0 ,1E,$95 ,FX,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WGC01GS08251,WGC,"42,43","A,B",West General C,1G HFC,940/100,24,W(,$70 ,$75 ,$80 ,$0 ,1E,$115 ,TA,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WGC050H08251,WGC,"42,43","C,E",West General C,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WGC100S08251,WGC,"42,43","C,E",West General C,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WGC300M08251,WGC,"42,43","C,E",West General C,300M HFC_,300/20,12,.6,$50 ,$55 ,$60 ,$0 ,1E,$75 ,EG,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGC500M08251,WGC,"42,43","C,E",West General C,500M HFC_,500/20,12,.6,$60 ,$65 ,$70 ,$0 ,1E,$95 ,OJ,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A12WGC001H08251,WGC,"42,43","J,Q",West General C,1M HFC,1/256,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGC003H08251,WGC,"42,43","J,Q",West General C,3M HFC,3/512,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGC015H08251,WGC,"42,43","J,Q",West General C,15M HFC,15/1.5,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WGC030H08251,WGC,"42,43","J,Q",West General C,30M HFC,30/3,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A00WBS050H08251,WBS,"38,39","M,P,F,G",West Back to School,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WBS100S08251,WBS,"38,39","M,P,F,G",West Back to School,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WBS300H08251,WBS,"38,39","M,P,F,G",West Back to School,300M HFC,300/20,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$75 ,EG,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WBS500H08251,WBS,"38,39","M,P,F,G",West Back to School,500M HFC,500/20,12,.6,$50 ,$55 ,$60 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A12WBS01GH08251,WBS,"38,39","M,P,F,G",West Back to School,1G HFC,940/35,12,.6,$45 ,$50 ,$55 ,$0 ,1E,$115 ,IG,($55),=D,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WBS100F08251,WBS,"38,39","F,G",West Back to School,100M Fiber,100/100,00,-,$25 ,$25 ,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WBS300F08251,WBS,"38,39","F,G",West Back to School,300M Fiber,300/300,12,.6,$30 ,$35 ,$40 ,$0 ,-,$75 ,MG,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WBS500F08251,WBS,"38,39","F,G",West Back to School,500M Fiber,500/500,12,.6,$50 ,$55 ,$60 ,$0 ,-,$95 ,53,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A12WBS01GF08251,WBS,"38,39","F,G",West Back to School,1G Fiber,1G/1G,12,.6,$45 ,$50 ,$55 ,$0 ,-,$115 ,F^,($55),=D,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WBS050H08251,WBS,"38,39","A,B",West Back to School,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WBS100S08251,WBS,"38,39","A,B",West Back to School,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WBS300H08251,WBS,"38,39","A,B",West Back to School,300M HFC,300/20,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$75 ,EG,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WBS500S08251,WBS,"38,39","A,B",West Back to School,500M HFC,500/40,12,.6,$50 ,$55 ,$60 ,$0 ,1E,$95 ,FX,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WBS01GS08251,WBS,"38,39","A,B",West Back to School,1G HFC,940/100,12,.6,$45 ,$50 ,$55 ,$0 ,1E,$115 ,TA,($55),=D,($5),Q.,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WBS050H08251,WBS,"38,39","C,E",West Back to School,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WBS100S08251,WBS,"38,39","C,E",West Back to School,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WBS300M08251,WBS,"38,39","C,E",West Back to School,300M HFC_,300/20,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$75 ,EG,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WBS500M08251,WBS,"38,39","C,E",West Back to School,500M HFC_,500/20,12,.6,$50 ,$55 ,$60 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A12WBS001H08251,WBS,"38,39","J,Q",West Back to School,1M HFC,1/256,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WBS003H08251,WBS,"38,39","J,Q",West Back to School,3M HFC,3/512,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WBS015H08251,WBS,"38,39","J,Q",West Back to School,15M HFC,15/1.5,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WBS030H08251,WBS,"38,39","J,Q",West Back to School,30M HFC,30/3,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A00WFP050H08251,WFP,"47,48","M,P,F,G",West FASTPASS,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WFP100S08251,WFP,"47,48","M,P,F,G",West FASTPASS,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WFP300H08251,WFP,"47,48","M,P,F,G",West FASTPASS,300M HFC,300/20,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WFP500H08251,WFP,"47,48","M,P,F,G",West FASTPASS,500M HFC,500/20,12,.6,$50 ,$55 ,$60 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WFP01GH08251,WFP,"47,48","M,P,F,G",West FASTPASS,1G HFC,940/35,24,W(,$60 ,$65 ,$70 ,$0 ,1E,$115 ,IG,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WFP100F08251,WFP,"47,48","F,G",West FASTPASS,100M Fiber,100/100,00,-,$25 ,$25 ,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WFP300F08251,WFP,"47,48","F,G",West FASTPASS,300M Fiber,300/300,12,.6,$40 ,$45 ,$50 ,$0 ,-,$75 ,MG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WFP500F08251,WFP,"47,48","F,G",West FASTPASS,500M Fiber,500/500,12,.6,$50 ,$55 ,$60 ,$0 ,-,$95 ,53,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WFP01GF08251,WFP,"47,48","F,G",West FASTPASS,1G Fiber,1G/1G,24,W(,$60 ,$65 ,$70 ,$0 ,-,$115 ,F^,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WFP050H08251,WFP,"47,48","A,B",West FASTPASS,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WFP100S08251,WFP,"47,48","A,B",West FASTPASS,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WFP300H08251,WFP,"47,48","A,B",West FASTPASS,300M HFC,300/20,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WFP500S08251,WFP,"47,48","A,B",West FASTPASS,500M HFC,500/40,12,.6,$50 ,$55 ,$60 ,$0 ,1E,$95 ,FX,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A24WFP01GS08251,WFP,"47,48","A,B",West FASTPASS,1G HFC,940/100,24,W(,$60 ,$65 ,$70 ,$0 ,1E,$115 ,TA,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A00WFP050H08251,WFP,"47,48","C,E",West FASTPASS,50M HFC,50/5,00,-,$14.99 ,$14.99 ,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A00WFP100S08251,WFP,"47,48","C,E",West FASTPASS,100M HFC,100/20,00,-,$25 ,$25 ,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,-,-
F0019027440A12WFP300M08251,WFP,"47,48","C,E",West FASTPASS,300M HFC_,300/20,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WFP500M08251,WFP,"47,48","C,E",West FASTPASS,500M HFC_,500/20,12,.6,$50 ,$55 ,$60 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,6mo. Disney+/Hulu on Us,YN,$100 Snappy Gift of Choice,!L
F0019027440A12WFP001H08251,WFP,"47,48","J,Q",West FASTPASS,1M HFC,1/256,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WFP003H08251,WFP,"47,48","J,Q",West FASTPASS,3M HFC,3/512,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WFP015H08251,WFP,"47,48","J,Q",West FASTPASS,15M HFC,15/1.5,12,.6,$30 ,$35 ,$40 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
F0019027440A12WFP030H08251,WFP,"47,48","J,Q",West FASTPASS,30M HFC,30/3,12,.6,$40 ,$45 ,$50 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,$100 Snappy Gift of Choice,!L
