,Segment,Clusters,"Market
Type","Market Area 
(Segments in Grey are for possible future use)",Offer,Speed,Term,Tracker,"Internet + Entertainment TV 
Bundle Price","Internet + 
Extra TV 
Bundle Price","Internet +
Everything  TV 
Bundle Price",Internet + Basic (No Bundle discount),Internet + Core,Internet + Value Bundle Price,Internet + Select Bundle Price,Internet + Premier Bundle Price,Internet Price,Internet Base,Internet Base,Speed Price,Speed,Internet Credit,Internet Credit,Additional Internet Credit,Additional Internet Credit,"Bank Account 
AutoPay 
Credit","Bank Account 
AutoPay 
Credit",Debit Card AutoPay Credit,Debit Card AutoPay Credit,"NEF
FEE","NEF
FEE","Gift w/ 2P Bundle
Internet 500M/T3 
& Above","Gift w/ 2P Bundle
Internet 500M/T3 
& Above",Gift w/ Video Tiers,Additional Gift with Move Transfer,Additional Gift with Move Transfer,Video Bundle Credit,Video Bundle Credit,"Video Add On 
Tracker - 12mo.",Entertainment TV,"Entertainment TV
Rate Code",Extra TV,"Extra TV 
Rate Code",Extra TV Credit,"Extra TV 
Credit Code","Everything 
TV","Everything 
TV
Rate Code","Everything
TV
Credit","Everything 
TV
Credit Code","Basic
Video ","Basic
Video 
Rate Code","Basic Video 
Credit","Basic 
Video 
Credit Code","Core
Video","Core
Video 
Rate Code","Core
Video Credit","Core
Video
 Credit Code","Value
Video","Value
Video
Rate Code","Value
Video Credit","Value
Video Credit Code",Select Video,"Select Video 
Rate Code",Select Video Credit,"Select 
Video 
Credit Code",Premier Video,"Premier Video 
Rate Code",Premier Video Credit,"Premier Video 
Credit Code"
,WTB,"62,63","A,B",West Test B,500M HFC + Video,500/40,12,.6,$75,$130,$185,$100,$185,$150,$170,$190,$50 ,$0 ,1E,$95 ,FX,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTB,"62,63","A,B",West Test B,1G HFC + Video,940/100,24,W(,$75,$130,$185,$100,$185,$150,$170,$190,$50 ,$0 ,1E,$115 ,TA,($55),=D,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTB,"62,63","C,E",West Test B,50M HFC OAI + Video,50/5,00,-,$44.99,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTB,"62,63","C,E",West Test B,100M HFC + Video,100/20,00,-,$55,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTB,"62,63","C,E",West Test B,300M HFC + Video,300/20,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTB,"62,63","C,E",West Test B,500M HFC + Video,500/20,12,.6,$75,$130,$185,$100,$185,$150,$170,$190,$50 ,$0 ,1E,$95 ,OJ,($35),YX,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTB,"62,63","J,Q",West Test B,1M HFC + Video,1/256,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTB,"62,63","J,Q",West Test B,3M HFC + Video,3/512,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTB,"62,63","J,Q",West Test B,15M HFC + Video,15/1.5,12,.6,$55,$110,$165,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTB,"62,63","J,Q",West Test B,30M HFC + Video,30/3,12,.6,$65,$120,$175,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","M,P,G",West Test C,50M HFC OAI + E TV,50/5,00,-,$44.99,-,-,-,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","M,P,G",West Test C,100M HFC + E TV,100/20,00,-,$55,-,-,-,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","M,P,G",West Test C,300M HFC + E TV,300/20,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","M,P,G",West Test C,500M HFC + E TV,500/20,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$95 ,OJ,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","M,P,G",West Test C,1G HFC + E TV,940/35,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$115 ,IG,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","F,G",West Test C,100M Fiber + E TV,100/100,00,-,$55,-,-,-,-,-,-,-,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","F,G",West Test C,300M Fiber + E TV,300/300,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,-,$75 ,MG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","F,G",West Test C,500M Fiber + E TV,500/500,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,-,$95 ,53,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","F,G",West Test C,1G Fiber + E TV,1G/1G,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,-,$115 ,F^,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","A,B",West Test C,50M HFC OAI + E TV,50/5,00,-,$44.99,-,-,-,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","A,B",West Test C,100M HFC + E TV,100/20,00,-,$55,-,-,-,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","A,B",West Test C,300M HFC + E TV,300/20,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","A,B",West Test C,500M HFC + E TV,500/40,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$95 ,FX,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","A,B",West Test C,1G HFC + E TV,940/100,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$115 ,TA,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","C,E",West Test C,50M HFC OAI + E TV,50/5,00,-,$44.99,-,-,-,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,,,,,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","C,E",West Test C,100M HFC + E TV,100/20,00,-,$55,-,-,-,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$30 ,Q+,$0 ,-,$0 ,-,$0 ,-,$0 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","C,E",West Test C,300M HFC + E TV,300/20,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","C,E",West Test C,500M HFC + E TV,500/20,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$95 ,OJ,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","J,Q",West Test C,1M HFC + E TV,1/256,36,ZT,$55,$110,$165,-,-,-,-,-,$30 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","J,Q",West Test C,3M HFC + E TV,3/512,36,ZT,$55,$110,$165,-,-,-,-,-,$30 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","J,Q",West Test C,15M HFC + E TV,15/1.5,36,ZT,$55,$110,$165,-,-,-,-,-,$30 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","J,Q",West Test C,30M HFC + E TV,30/3,36,ZT,$65,$120,$175,-,-,-,-,-,$40 ,$0 ,1E,$65 ,2I,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,2P  Tracker,$30 ,Q+,$120 ,2Q,($35),=-,$160 ,40,($20),+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,WTC,"64,65","M,P,G",West Test C,50M HFC OAI +  Legacy Video,50/5,00,-,-,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTC,"64,65","M,P,G",West Test C,100M HFC + Legacy Video,100/20,00,-,-,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTC,"64,65","M,P,G",West Test C,300M HFC + Legacy Video,300/20,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","M,P,G",West Test C,500M HFC + Legacy Video,500/20,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$95 ,OJ,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","M,P,G",West Test C,1G HFC + Legacy Video,940/35,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$115 ,IG,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","F,G",West Test C,100M Fiber + Legacy Video,100/100,00,-,-,-,-,$75,-,-,-,-,$25 ,$0 ,-,$25 ,F(,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTC,"64,65","F,G",West Test C,300M Fiber + Legacy Video,300/300,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,-,$75 ,MG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","F,G",West Test C,500M Fiber + Legacy Video,500/500,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,-,$95 ,53,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","F,G",West Test C,1G Fiber + Legacy Video,1G/1G,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,-,$115 ,F^,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","A,B",West Test C,50M HFC OAI +  Legacy Video,50/5,00,-,-,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTC,"64,65","A,B",West Test C,100M HFC + Legacy Video,100/20,00,-,-,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTC,"64,65","A,B",West Test C,300M HFC + Legacy Video,300/20,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","A,B",West Test C,500M HFC + Legacy Video,500/40,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$95 ,FX,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","A,B",West Test C,1G HFC + Legacy Video,940/100,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$115 ,TA,($65),R!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","C,E",West Test C,50M HFC OAI +  Legacy Video,50/5,00,-,-,-,-,$64.99,-,-,-,-,$14.99 ,$0 ,!.,$14.99 ,5S,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTC,"64,65","C,E",West Test C,100M HFC + Legacy Video,100/20,00,-,-,-,-,$75,-,-,-,-,$25 ,$0 ,1E,$25 ,IQ,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,G8,-,-,See Gift Incentives Tab,-,-,$0 ,-,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$0 ,-,-,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-,$0 ,-
,WTC,"64,65","C,E",West Test C,300M HFC + Legacy Video,300/20,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$75 ,EG,($25),(E,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","C,E",West Test C,500M HFC + Legacy Video,500/20,36,+V,-,-,-,$90,$175,$140,$160,$180,$40 ,$0 ,1E,$95 ,OJ,($35),YX,($10),Q2,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","J,Q",West Test C,1M HFC + Legacy Video,1/256,36,+V,-,-,-,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,IX,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","J,Q",West Test C,3M HFC + Legacy Video,3/512,36,+V,-,-,-,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,@Z,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
,WTC,"64,65","J,Q",West Test C,15M HFC + Legacy Video,15/1.5,36,+V,-,-,-,$80,$165,$130,$150,$170,$30 ,$0 ,1E,$55 ,B#,($15),F!,$0 ,-,($10),DJ,($5),D#,$0 ,G8,-,-,See Gift Incentives Tab,$100 Snappy Gift of Choice,!L,($5),U5,V^,$0 ,-,-,-,-,-,-,-,-,-,$53 ,YB,($3),.-,$140 ,YC,-,-,$145 ,YV,($40),D-,$160 ,YS,($35),=-,$180 ,YP,($35),=-
